id,category
NEWS_07834,0
NEWS_07835,3
NEWS_07836,0
NEWS_07837,2
NEWS_07838,2
NEWS_07839,4
NEWS_07840,3
NEWS_07841,0
NEWS_07842,4
NEWS_07843,5
NEWS_07844,3
NEWS_07845,2
NEWS_07846,4
NEWS_07847,3
NEWS_07848,1
NEWS_07849,4
NEWS_07850,4
NEWS_07851,2
NEWS_07852,3
NEWS_07853,3
NEWS_07854,3
NEWS_07855,4
NEWS_07856,4
NEWS_07857,4
NEWS_07858,4
NEWS_07859,2
NEWS_07860,0
NEWS_07861,3
NEWS_07862,0
NEWS_07863,0
NEWS_07864,1
NEWS_07865,0
NEWS_07866,2
NEWS_07867,3
NEWS_07868,1
NEWS_07869,1
NEWS_07870,4
NEWS_07871,4
NEWS_07872,0
NEWS_07873,1
NEWS_07874,0
NEWS_07875,3
NEWS_07876,0
NEWS_07877,4
NEWS_07878,3
NEWS_07879,4
NEWS_07880,4
NEWS_07881,1
NEWS_07882,0
NEWS_07883,0
NEWS_07884,3
NEWS_07885,1
NEWS_07886,2
NEWS_07887,2
NEWS_07888,5
NEWS_07889,2
NEWS_07890,2
NEWS_07891,0
NEWS_07892,0
NEWS_07893,4
NEWS_07894,5
NEWS_07895,1
NEWS_07896,5
NEWS_07897,0
NEWS_07898,0
NEWS_07899,2
NEWS_07900,3
NEWS_07901,3
NEWS_07902,3
NEWS_07903,0
NEWS_07904,3
NEWS_07905,4
NEWS_07906,2
NEWS_07907,0
NEWS_07908,0
NEWS_07909,2
NEWS_07910,4
NEWS_07911,4
NEWS_07912,3
NEWS_07913,0
NEWS_07914,0
NEWS_07915,4
NEWS_07916,2
NEWS_07917,0
NEWS_07918,2
NEWS_07919,2
NEWS_07920,3
NEWS_07921,2
NEWS_07922,1
NEWS_07923,0
NEWS_07924,4
NEWS_07925,4
NEWS_07926,2
NEWS_07927,4
NEWS_07928,0
NEWS_07929,2
NEWS_07930,3
NEWS_07931,3
NEWS_07932,3
NEWS_07933,2
NEWS_07934,0
NEWS_07935,4
NEWS_07936,0
NEWS_07937,0
NEWS_07938,0
NEWS_07939,1
NEWS_07940,4
NEWS_07941,0
NEWS_07942,1
NEWS_07943,4
NEWS_07944,0
NEWS_07945,3
NEWS_07946,5
NEWS_07947,0
NEWS_07948,1
NEWS_07949,4
NEWS_07950,0
NEWS_07951,4
NEWS_07952,0
NEWS_07953,1
NEWS_07954,2
NEWS_07955,0
NEWS_07956,4
NEWS_07957,3
NEWS_07958,0
NEWS_07959,0
NEWS_07960,4
NEWS_07961,5
NEWS_07962,0
NEWS_07963,2
NEWS_07964,2
NEWS_07965,5
NEWS_07966,4
NEWS_07967,3
NEWS_07968,2
NEWS_07969,2
NEWS_07970,5
NEWS_07971,1
NEWS_07972,4
NEWS_07973,2
NEWS_07974,4
NEWS_07975,1
NEWS_07976,0
NEWS_07977,4
NEWS_07978,2
NEWS_07979,4
NEWS_07980,0
NEWS_07981,0
NEWS_07982,4
NEWS_07983,3
NEWS_07984,3
NEWS_07985,3
NEWS_07986,0
NEWS_07987,4
NEWS_07988,5
NEWS_07989,4
NEWS_07990,0
NEWS_07991,0
NEWS_07992,1
NEWS_07993,2
NEWS_07994,3
NEWS_07995,3
NEWS_07996,2
NEWS_07997,3
NEWS_07998,0
NEWS_07999,4
NEWS_08000,4
NEWS_08001,2
NEWS_08002,2
NEWS_08003,4
NEWS_08004,3
NEWS_08005,4
NEWS_08006,2
NEWS_08007,4
NEWS_08008,3
NEWS_08009,4
NEWS_08010,2
NEWS_08011,0
NEWS_08012,4
NEWS_08013,3
NEWS_08014,0
NEWS_08015,2
NEWS_08016,3
NEWS_08017,0
NEWS_08018,4
NEWS_08019,0
NEWS_08020,1
NEWS_08021,2
NEWS_08022,2
NEWS_08023,4
NEWS_08024,3
NEWS_08025,2
NEWS_08026,4
NEWS_08027,2
NEWS_08028,4
NEWS_08029,2
NEWS_08030,0
NEWS_08031,5
NEWS_08032,0
NEWS_08033,1
NEWS_08034,2
NEWS_08035,4
NEWS_08036,4
NEWS_08037,2
NEWS_08038,5
NEWS_08039,2
NEWS_08040,2
NEWS_08041,0
NEWS_08042,2
NEWS_08043,3
NEWS_08044,1
NEWS_08045,3
NEWS_08046,5
NEWS_08047,1
NEWS_08048,5
NEWS_08049,3
NEWS_08050,0
NEWS_08051,0
NEWS_08052,1
NEWS_08053,3
NEWS_08054,4
NEWS_08055,1
NEWS_08056,1
NEWS_08057,1
NEWS_08058,3
NEWS_08059,0
NEWS_08060,1
NEWS_08061,1
NEWS_08062,4
NEWS_08063,5
NEWS_08064,2
NEWS_08065,4
NEWS_08066,2
NEWS_08067,0
NEWS_08068,4
NEWS_08069,3
NEWS_08070,4
NEWS_08071,3
NEWS_08072,2
NEWS_08073,1
NEWS_08074,4
NEWS_08075,3
NEWS_08076,4
NEWS_08077,3
NEWS_08078,2
NEWS_08079,0
NEWS_08080,3
NEWS_08081,3
NEWS_08082,4
NEWS_08083,4
NEWS_08084,1
NEWS_08085,3
NEWS_08086,4
NEWS_08087,1
NEWS_08088,0
NEWS_08089,1
NEWS_08090,0
NEWS_08091,4
NEWS_08092,4
NEWS_08093,0
NEWS_08094,0
NEWS_08095,4
NEWS_08096,0
NEWS_08097,2
NEWS_08098,0
NEWS_08099,0
NEWS_08100,3
NEWS_08101,1
NEWS_08102,2
NEWS_08103,3
NEWS_08104,2
NEWS_08105,1
NEWS_08106,5
NEWS_08107,3
NEWS_08108,0
NEWS_08109,3
NEWS_08110,4
NEWS_08111,2
NEWS_08112,2
NEWS_08113,1
NEWS_08114,2
NEWS_08115,2
NEWS_08116,4
NEWS_08117,1
NEWS_08118,2
NEWS_08119,3
NEWS_08120,3
NEWS_08121,2
NEWS_08122,0
NEWS_08123,1
NEWS_08124,3
NEWS_08125,2
NEWS_08126,3
NEWS_08127,0
NEWS_08128,4
NEWS_08129,4
NEWS_08130,5
NEWS_08131,5
NEWS_08132,1
NEWS_08133,2
NEWS_08134,1
NEWS_08135,4
NEWS_08136,4
NEWS_08137,1
NEWS_08138,1
NEWS_08139,4
NEWS_08140,2
NEWS_08141,2
NEWS_08142,3
NEWS_08143,4
NEWS_08144,2
NEWS_08145,2
NEWS_08146,2
NEWS_08147,3
NEWS_08148,3
NEWS_08149,0
NEWS_08150,4
NEWS_08151,0
NEWS_08152,3
NEWS_08153,2
NEWS_08154,2
NEWS_08155,2
NEWS_08156,4
NEWS_08157,1
NEWS_08158,0
NEWS_08159,4
NEWS_08160,4
NEWS_08161,5
NEWS_08162,3
NEWS_08163,4
NEWS_08164,3
NEWS_08165,0
NEWS_08166,4
NEWS_08167,4
NEWS_08168,0
NEWS_08169,4
NEWS_08170,2
NEWS_08171,0
NEWS_08172,0
NEWS_08173,0
NEWS_08174,2
NEWS_08175,2
NEWS_08176,1
NEWS_08177,4
NEWS_08178,1
NEWS_08179,4
NEWS_08180,4
NEWS_08181,3
NEWS_08182,0
NEWS_08183,0
NEWS_08184,5
NEWS_08185,4
NEWS_08186,2
NEWS_08187,5
NEWS_08188,4
NEWS_08189,0
NEWS_08190,4
NEWS_08191,4
NEWS_08192,0
NEWS_08193,4
NEWS_08194,4
NEWS_08195,0
NEWS_08196,0
NEWS_08197,2
NEWS_08198,4
NEWS_08199,1
NEWS_08200,4
NEWS_08201,0
NEWS_08202,3
NEWS_08203,3
NEWS_08204,3
NEWS_08205,3
NEWS_08206,0
NEWS_08207,3
NEWS_08208,4
NEWS_08209,0
NEWS_08210,0
NEWS_08211,1
NEWS_08212,0
NEWS_08213,5
NEWS_08214,4
NEWS_08215,1
NEWS_08216,0
NEWS_08217,4
NEWS_08218,4
NEWS_08219,0
NEWS_08220,3
NEWS_08221,5
NEWS_08222,3
NEWS_08223,0
NEWS_08224,0
NEWS_08225,3
NEWS_08226,0
NEWS_08227,5
NEWS_08228,4
NEWS_08229,1
NEWS_08230,3
NEWS_08231,3
NEWS_08232,4
NEWS_08233,5
NEWS_08234,5
NEWS_08235,3
NEWS_08236,4
NEWS_08237,2
NEWS_08238,4
NEWS_08239,2
NEWS_08240,0
NEWS_08241,0
NEWS_08242,1
NEWS_08243,3
NEWS_08244,4
NEWS_08245,0
NEWS_08246,2
NEWS_08247,4
NEWS_08248,0
NEWS_08249,3
NEWS_08250,4
NEWS_08251,4
NEWS_08252,2
NEWS_08253,2
NEWS_08254,0
NEWS_08255,1
NEWS_08256,2
NEWS_08257,0
NEWS_08258,3
NEWS_08259,3
NEWS_08260,5
NEWS_08261,2
NEWS_08262,2
NEWS_08263,2
NEWS_08264,3
NEWS_08265,1
NEWS_08266,4
NEWS_08267,0
NEWS_08268,4
NEWS_08269,4
NEWS_08270,4
NEWS_08271,0
NEWS_08272,3
NEWS_08273,2
NEWS_08274,0
NEWS_08275,0
NEWS_08276,4
NEWS_08277,3
NEWS_08278,4
NEWS_08279,3
NEWS_08280,0
NEWS_08281,4
NEWS_08282,1
NEWS_08283,3
NEWS_08284,2
NEWS_08285,4
NEWS_08286,1
NEWS_08287,4
NEWS_08288,0
NEWS_08289,3
NEWS_08290,4
NEWS_08291,1
NEWS_08292,4
NEWS_08293,3
NEWS_08294,4
NEWS_08295,4
NEWS_08296,0
NEWS_08297,4
NEWS_08298,3
NEWS_08299,0
NEWS_08300,3
NEWS_08301,0
NEWS_08302,4
NEWS_08303,4
NEWS_08304,0
NEWS_08305,3
NEWS_08306,3
NEWS_08307,3
NEWS_08308,5
NEWS_08309,1
NEWS_08310,4
NEWS_08311,0
NEWS_08312,0
NEWS_08313,3
NEWS_08314,5
NEWS_08315,0
NEWS_08316,2
NEWS_08317,4
NEWS_08318,4
NEWS_08319,5
NEWS_08320,1
NEWS_08321,0
NEWS_08322,5
NEWS_08323,4
NEWS_08324,4
NEWS_08325,1
NEWS_08326,1
NEWS_08327,0
NEWS_08328,2
NEWS_08329,1
NEWS_08330,3
NEWS_08331,5
NEWS_08332,3
NEWS_08333,1
NEWS_08334,5
NEWS_08335,4
NEWS_08336,0
NEWS_08337,0
NEWS_08338,0
NEWS_08339,4
NEWS_08340,4
NEWS_08341,3
NEWS_08342,3
NEWS_08343,4
NEWS_08344,3
NEWS_08345,3
NEWS_08346,4
NEWS_08347,3
NEWS_08348,2
NEWS_08349,3
NEWS_08350,5
NEWS_08351,0
NEWS_08352,1
NEWS_08353,3
NEWS_08354,5
NEWS_08355,1
NEWS_08356,3
NEWS_08357,4
NEWS_08358,0
NEWS_08359,3
NEWS_08360,3
NEWS_08361,0
NEWS_08362,4
NEWS_08363,4
NEWS_08364,2
NEWS_08365,0
NEWS_08366,2
NEWS_08367,4
NEWS_08368,2
NEWS_08369,0
NEWS_08370,4
NEWS_08371,4
NEWS_08372,0
NEWS_08373,1
NEWS_08374,3
NEWS_08375,4
NEWS_08376,2
NEWS_08377,4
NEWS_08378,1
NEWS_08379,0
NEWS_08380,1
NEWS_08381,1
NEWS_08382,0
NEWS_08383,0
NEWS_08384,0
NEWS_08385,3
NEWS_08386,3
NEWS_08387,3
NEWS_08388,2
NEWS_08389,1
NEWS_08390,0
NEWS_08391,0
NEWS_08392,1
NEWS_08393,5
NEWS_08394,2
NEWS_08395,0
NEWS_08396,2
NEWS_08397,0
NEWS_08398,3
NEWS_08399,3
NEWS_08400,2
NEWS_08401,3
NEWS_08402,2
NEWS_08403,2
NEWS_08404,3
NEWS_08405,0
NEWS_08406,0
NEWS_08407,4
NEWS_08408,4
NEWS_08409,2
NEWS_08410,1
NEWS_08411,2
NEWS_08412,0
NEWS_08413,0
NEWS_08414,1
NEWS_08415,5
NEWS_08416,4
NEWS_08417,4
NEWS_08418,2
NEWS_08419,4
NEWS_08420,0
NEWS_08421,0
NEWS_08422,0
NEWS_08423,2
NEWS_08424,4
NEWS_08425,0
NEWS_08426,4
NEWS_08427,1
NEWS_08428,0
NEWS_08429,4
NEWS_08430,1
NEWS_08431,4
NEWS_08432,3
NEWS_08433,3
NEWS_08434,3
NEWS_08435,0
NEWS_08436,2
NEWS_08437,4
NEWS_08438,4
NEWS_08439,1
NEWS_08440,2
NEWS_08441,3
NEWS_08442,3
NEWS_08443,0
NEWS_08444,4
NEWS_08445,4
NEWS_08446,1
NEWS_08447,1
NEWS_08448,0
NEWS_08449,4
NEWS_08450,2
NEWS_08451,4
NEWS_08452,2
NEWS_08453,4
NEWS_08454,2
NEWS_08455,3
NEWS_08456,4
NEWS_08457,0
NEWS_08458,5
NEWS_08459,3
NEWS_08460,2
NEWS_08461,3
NEWS_08462,3
NEWS_08463,3
NEWS_08464,3
NEWS_08465,3
NEWS_08466,2
NEWS_08467,3
NEWS_08468,4
NEWS_08469,2
NEWS_08470,2
NEWS_08471,5
NEWS_08472,2
NEWS_08473,4
NEWS_08474,0
NEWS_08475,2
NEWS_08476,4
NEWS_08477,2
NEWS_08478,2
NEWS_08479,4
NEWS_08480,1
NEWS_08481,0
NEWS_08482,1
NEWS_08483,0
NEWS_08484,2
NEWS_08485,3
NEWS_08486,4
NEWS_08487,0
NEWS_08488,2
NEWS_08489,0
NEWS_08490,0
NEWS_08491,0
NEWS_08492,4
NEWS_08493,4
NEWS_08494,0
NEWS_08495,2
NEWS_08496,4
NEWS_08497,2
NEWS_08498,2
NEWS_08499,1
NEWS_08500,2
NEWS_08501,2
NEWS_08502,4
NEWS_08503,4
NEWS_08504,2
NEWS_08505,3
NEWS_08506,3
NEWS_08507,3
NEWS_08508,0
NEWS_08509,4
NEWS_08510,1
NEWS_08511,3
NEWS_08512,0
NEWS_08513,2
NEWS_08514,1
NEWS_08515,3
NEWS_08516,3
NEWS_08517,2
NEWS_08518,3
NEWS_08519,1
NEWS_08520,4
NEWS_08521,2
NEWS_08522,3
NEWS_08523,3
NEWS_08524,3
NEWS_08525,0
NEWS_08526,4
NEWS_08527,4
NEWS_08528,4
NEWS_08529,2
NEWS_08530,5
NEWS_08531,4
NEWS_08532,0
NEWS_08533,0
NEWS_08534,2
NEWS_08535,4
NEWS_08536,3
NEWS_08537,1
NEWS_08538,0
NEWS_08539,2
NEWS_08540,0
NEWS_08541,2
NEWS_08542,5
NEWS_08543,0
NEWS_08544,2
NEWS_08545,1
NEWS_08546,2
NEWS_08547,3
NEWS_08548,0
NEWS_08549,2
NEWS_08550,4
NEWS_08551,3
NEWS_08552,5
NEWS_08553,3
NEWS_08554,4
NEWS_08555,4
NEWS_08556,4
NEWS_08557,4
NEWS_08558,2
NEWS_08559,2
NEWS_08560,0
NEWS_08561,3
NEWS_08562,0
NEWS_08563,4
NEWS_08564,1
NEWS_08565,1
NEWS_08566,0
NEWS_08567,2
NEWS_08568,4
NEWS_08569,2
NEWS_08570,4
NEWS_08571,0
NEWS_08572,2
NEWS_08573,4
NEWS_08574,2
NEWS_08575,2
NEWS_08576,0
NEWS_08577,4
NEWS_08578,4
NEWS_08579,0
NEWS_08580,4
NEWS_08581,3
NEWS_08582,0
NEWS_08583,4
NEWS_08584,0
NEWS_08585,0
NEWS_08586,4
NEWS_08587,4
NEWS_08588,0
NEWS_08589,3
NEWS_08590,3
NEWS_08591,0
NEWS_08592,0
NEWS_08593,2
NEWS_08594,0
NEWS_08595,0
NEWS_08596,2
NEWS_08597,3
NEWS_08598,3
NEWS_08599,0
NEWS_08600,0
NEWS_08601,2
NEWS_08602,3
NEWS_08603,2
NEWS_08604,4
NEWS_08605,4
NEWS_08606,3
NEWS_08607,3
NEWS_08608,0
NEWS_08609,4
NEWS_08610,5
NEWS_08611,3
NEWS_08612,1
NEWS_08613,2
NEWS_08614,3
NEWS_08615,3
NEWS_08616,0
NEWS_08617,3
NEWS_08618,2
NEWS_08619,4
NEWS_08620,0
NEWS_08621,5
NEWS_08622,4
NEWS_08623,5
NEWS_08624,4
NEWS_08625,1
NEWS_08626,1
NEWS_08627,5
NEWS_08628,2
NEWS_08629,4
NEWS_08630,2
NEWS_08631,4
NEWS_08632,4
NEWS_08633,0
NEWS_08634,4
NEWS_08635,1
NEWS_08636,2
NEWS_08637,4
NEWS_08638,5
NEWS_08639,0
NEWS_08640,4
NEWS_08641,4
NEWS_08642,0
NEWS_08643,4
NEWS_08644,4
NEWS_08645,4
NEWS_08646,3
NEWS_08647,3
NEWS_08648,4
NEWS_08649,0
NEWS_08650,0
NEWS_08651,2
NEWS_08652,4
NEWS_08653,3
NEWS_08654,0
NEWS_08655,1
NEWS_08656,3
NEWS_08657,0
NEWS_08658,0
NEWS_08659,4
NEWS_08660,3
NEWS_08661,3
NEWS_08662,3
NEWS_08663,4
NEWS_08664,2
NEWS_08665,0
NEWS_08666,5
NEWS_08667,0
NEWS_08668,2
NEWS_08669,2
NEWS_08670,4
NEWS_08671,1
NEWS_08672,4
NEWS_08673,3
NEWS_08674,3
NEWS_08675,2
NEWS_08676,3
NEWS_08677,4
NEWS_08678,3
NEWS_08679,3
NEWS_08680,1
NEWS_08681,2
NEWS_08682,2
NEWS_08683,0
NEWS_08684,3
NEWS_08685,3
NEWS_08686,3
NEWS_08687,3
NEWS_08688,0
NEWS_08689,4
NEWS_08690,4
NEWS_08691,3
NEWS_08692,3
NEWS_08693,2
NEWS_08694,3
NEWS_08695,3
NEWS_08696,2
NEWS_08697,0
NEWS_08698,3
NEWS_08699,5
NEWS_08700,4
NEWS_08701,2
NEWS_08702,4
NEWS_08703,1
NEWS_08704,3
NEWS_08705,0
NEWS_08706,4
NEWS_08707,4
NEWS_08708,1
NEWS_08709,3
NEWS_08710,4
NEWS_08711,3
NEWS_08712,2
NEWS_08713,4
NEWS_08714,2
NEWS_08715,0
NEWS_08716,4
NEWS_08717,2
NEWS_08718,4
NEWS_08719,3
NEWS_08720,4
NEWS_08721,0
NEWS_08722,1
NEWS_08723,3
NEWS_08724,2
NEWS_08725,3
NEWS_08726,2
NEWS_08727,0
NEWS_08728,0
NEWS_08729,2
NEWS_08730,2
NEWS_08731,4
NEWS_08732,0
NEWS_08733,4
NEWS_08734,0
NEWS_08735,1
NEWS_08736,2
NEWS_08737,3
NEWS_08738,3
NEWS_08739,3
NEWS_08740,3
NEWS_08741,0
NEWS_08742,4
NEWS_08743,0
NEWS_08744,2
NEWS_08745,0
NEWS_08746,0
NEWS_08747,0
NEWS_08748,0
NEWS_08749,1
NEWS_08750,5
NEWS_08751,2
NEWS_08752,3
NEWS_08753,4
NEWS_08754,3
NEWS_08755,2
NEWS_08756,3
NEWS_08757,4
NEWS_08758,3
NEWS_08759,4
NEWS_08760,4
NEWS_08761,0
NEWS_08762,2
NEWS_08763,0
NEWS_08764,3
NEWS_08765,3
NEWS_08766,1
NEWS_08767,0
NEWS_08768,3
NEWS_08769,4
NEWS_08770,4
NEWS_08771,4
NEWS_08772,0
NEWS_08773,0
NEWS_08774,4
NEWS_08775,2
NEWS_08776,0
NEWS_08777,3
NEWS_08778,2
NEWS_08779,3
NEWS_08780,3
NEWS_08781,3
NEWS_08782,4
NEWS_08783,3
NEWS_08784,4
NEWS_08785,3
NEWS_08786,0
NEWS_08787,0
NEWS_08788,1
NEWS_08789,1
NEWS_08790,1
NEWS_08791,3
NEWS_08792,5
NEWS_08793,0
NEWS_08794,1
NEWS_08795,0
NEWS_08796,5
NEWS_08797,3
NEWS_08798,1
NEWS_08799,3
NEWS_08800,4
NEWS_08801,0
NEWS_08802,2
NEWS_08803,0
NEWS_08804,4
NEWS_08805,4
NEWS_08806,0
NEWS_08807,4
NEWS_08808,2
NEWS_08809,1
NEWS_08810,3
NEWS_08811,3
NEWS_08812,5
NEWS_08813,4
NEWS_08814,4
NEWS_08815,3
NEWS_08816,3
NEWS_08817,2
NEWS_08818,4
NEWS_08819,0
NEWS_08820,5
NEWS_08821,2
NEWS_08822,4
NEWS_08823,4
NEWS_08824,0
NEWS_08825,3
NEWS_08826,0
NEWS_08827,4
NEWS_08828,3
NEWS_08829,4
NEWS_08830,3
NEWS_08831,3
NEWS_08832,2
NEWS_08833,2
NEWS_08834,3
NEWS_08835,3
NEWS_08836,4
NEWS_08837,4
NEWS_08838,3
NEWS_08839,0
NEWS_08840,2
NEWS_08841,0
NEWS_08842,5
NEWS_08843,3
NEWS_08844,3
NEWS_08845,0
NEWS_08846,0
NEWS_08847,5
NEWS_08848,2
NEWS_08849,3
NEWS_08850,1
NEWS_08851,3
NEWS_08852,0
NEWS_08853,3
NEWS_08854,2
NEWS_08855,4
NEWS_08856,2
NEWS_08857,4
NEWS_08858,3
NEWS_08859,3
NEWS_08860,0
NEWS_08861,3
NEWS_08862,2
NEWS_08863,3
NEWS_08864,0
NEWS_08865,4
NEWS_08866,4
NEWS_08867,1
NEWS_08868,0
NEWS_08869,3
NEWS_08870,4
NEWS_08871,0
NEWS_08872,0
NEWS_08873,2
NEWS_08874,2
NEWS_08875,1
NEWS_08876,0
NEWS_08877,2
NEWS_08878,1
NEWS_08879,0
NEWS_08880,3
NEWS_08881,0
NEWS_08882,0
NEWS_08883,0
NEWS_08884,3
NEWS_08885,2
NEWS_08886,2
NEWS_08887,0
NEWS_08888,0
NEWS_08889,4
NEWS_08890,1
NEWS_08891,3
NEWS_08892,3
NEWS_08893,4
NEWS_08894,4
NEWS_08895,0
NEWS_08896,4
NEWS_08897,4
NEWS_08898,3
NEWS_08899,0
NEWS_08900,3
NEWS_08901,4
NEWS_08902,0
NEWS_08903,4
NEWS_08904,4
NEWS_08905,1
NEWS_08906,5
NEWS_08907,0
NEWS_08908,0
NEWS_08909,5
NEWS_08910,4
NEWS_08911,0
NEWS_08912,5
NEWS_08913,4
NEWS_08914,2
NEWS_08915,3
NEWS_08916,3
NEWS_08917,2
NEWS_08918,0
NEWS_08919,3
NEWS_08920,3
NEWS_08921,2
NEWS_08922,2
NEWS_08923,3
NEWS_08924,0
NEWS_08925,3
NEWS_08926,1
NEWS_08927,4
NEWS_08928,2
NEWS_08929,4
NEWS_08930,4
NEWS_08931,2
NEWS_08932,5
NEWS_08933,4
NEWS_08934,5
NEWS_08935,4
NEWS_08936,3
NEWS_08937,0
NEWS_08938,0
NEWS_08939,0
NEWS_08940,2
NEWS_08941,5
NEWS_08942,1
NEWS_08943,3
NEWS_08944,3
NEWS_08945,0
NEWS_08946,0
NEWS_08947,0
NEWS_08948,3
NEWS_08949,3
NEWS_08950,0
NEWS_08951,3
NEWS_08952,3
NEWS_08953,3
NEWS_08954,1
NEWS_08955,2
NEWS_08956,4
NEWS_08957,1
NEWS_08958,0
NEWS_08959,2
NEWS_08960,4
NEWS_08961,3
NEWS_08962,3
NEWS_08963,0
NEWS_08964,3
NEWS_08965,3
NEWS_08966,1
NEWS_08967,4
NEWS_08968,4
NEWS_08969,3
NEWS_08970,2
NEWS_08971,2
NEWS_08972,4
NEWS_08973,2
NEWS_08974,1
NEWS_08975,5
NEWS_08976,0
NEWS_08977,1
NEWS_08978,0
NEWS_08979,2
NEWS_08980,5
NEWS_08981,2
NEWS_08982,4
NEWS_08983,5
NEWS_08984,0
NEWS_08985,1
NEWS_08986,2
NEWS_08987,2
NEWS_08988,2
NEWS_08989,1
NEWS_08990,0
NEWS_08991,4
NEWS_08992,0
NEWS_08993,2
NEWS_08994,0
NEWS_08995,3
NEWS_08996,4
NEWS_08997,3
NEWS_08998,3
NEWS_08999,3
NEWS_09000,2
NEWS_09001,3
NEWS_09002,4
NEWS_09003,0
NEWS_09004,0
NEWS_09005,4
NEWS_09006,2
NEWS_09007,3
NEWS_09008,0
NEWS_09009,2
NEWS_09010,2
NEWS_09011,0
NEWS_09012,3
NEWS_09013,2
NEWS_09014,2
NEWS_09015,3
NEWS_09016,3
NEWS_09017,3
NEWS_09018,3
NEWS_09019,1
NEWS_09020,4
NEWS_09021,1
NEWS_09022,3
NEWS_09023,4
NEWS_09024,4
NEWS_09025,0
NEWS_09026,3
NEWS_09027,0
NEWS_09028,5
NEWS_09029,1
NEWS_09030,2
NEWS_09031,1
NEWS_09032,0
NEWS_09033,2
NEWS_09034,4
NEWS_09035,0
NEWS_09036,0
NEWS_09037,0
NEWS_09038,2
NEWS_09039,4
NEWS_09040,1
NEWS_09041,1
NEWS_09042,0
NEWS_09043,5
NEWS_09044,0
NEWS_09045,0
NEWS_09046,3
NEWS_09047,5
NEWS_09048,0
NEWS_09049,4
NEWS_09050,3
NEWS_09051,0
NEWS_09052,1
NEWS_09053,2
NEWS_09054,4
NEWS_09055,0
NEWS_09056,4
NEWS_09057,1
NEWS_09058,4
NEWS_09059,3
NEWS_09060,5
NEWS_09061,3
NEWS_09062,4
NEWS_09063,0
NEWS_09064,1
NEWS_09065,0
NEWS_09066,2
NEWS_09067,4
NEWS_09068,3
NEWS_09069,1
NEWS_09070,3
NEWS_09071,0
NEWS_09072,3
NEWS_09073,1
NEWS_09074,0
NEWS_09075,2
NEWS_09076,3
NEWS_09077,3
NEWS_09078,0
NEWS_09079,4
NEWS_09080,0
NEWS_09081,0
NEWS_09082,0
NEWS_09083,4
NEWS_09084,3
NEWS_09085,4
NEWS_09086,0
NEWS_09087,2
NEWS_09088,0
NEWS_09089,2
NEWS_09090,1
NEWS_09091,0
NEWS_09092,0
NEWS_09093,5
NEWS_09094,3
NEWS_09095,4
NEWS_09096,2
NEWS_09097,0
NEWS_09098,0
NEWS_09099,4
NEWS_09100,4
NEWS_09101,4
NEWS_09102,2
NEWS_09103,1
NEWS_09104,4
NEWS_09105,3
NEWS_09106,1
NEWS_09107,2
NEWS_09108,2
NEWS_09109,3
NEWS_09110,1
NEWS_09111,3
NEWS_09112,4
NEWS_09113,3
NEWS_09114,3
NEWS_09115,3
NEWS_09116,3
NEWS_09117,3
NEWS_09118,3
NEWS_09119,2
NEWS_09120,3
NEWS_09121,2
NEWS_09122,1
NEWS_09123,4
NEWS_09124,1
NEWS_09125,5
NEWS_09126,4
NEWS_09127,2
NEWS_09128,0
NEWS_09129,5
NEWS_09130,4
NEWS_09131,0
NEWS_09132,5
NEWS_09133,0
NEWS_09134,4
NEWS_09135,5
NEWS_09136,2
NEWS_09137,2
NEWS_09138,0
NEWS_09139,2
NEWS_09140,0
NEWS_09141,0
NEWS_09142,3
NEWS_09143,0
NEWS_09144,5
NEWS_09145,2
NEWS_09146,3
NEWS_09147,4
NEWS_09148,1
NEWS_09149,3
NEWS_09150,4
NEWS_09151,3
NEWS_09152,0
NEWS_09153,0
NEWS_09154,3
NEWS_09155,3
NEWS_09156,2
NEWS_09157,4
NEWS_09158,2
NEWS_09159,1
NEWS_09160,2
NEWS_09161,2
NEWS_09162,0
NEWS_09163,4
NEWS_09164,2
NEWS_09165,5
NEWS_09166,1
NEWS_09167,2
NEWS_09168,3
NEWS_09169,1
NEWS_09170,2
NEWS_09171,4
NEWS_09172,4
NEWS_09173,3
NEWS_09174,0
NEWS_09175,3
NEWS_09176,4
NEWS_09177,2
NEWS_09178,0
NEWS_09179,2
NEWS_09180,3
NEWS_09181,0
NEWS_09182,1
NEWS_09183,1
NEWS_09184,0
NEWS_09185,3
NEWS_09186,2
NEWS_09187,2
NEWS_09188,4
NEWS_09189,2
NEWS_09190,3
NEWS_09191,1
NEWS_09192,0
NEWS_09193,0
NEWS_09194,5
NEWS_09195,2
NEWS_09196,0
NEWS_09197,3
NEWS_09198,3
NEWS_09199,2
NEWS_09200,0
NEWS_09201,5
NEWS_09202,2
NEWS_09203,4
NEWS_09204,1
NEWS_09205,3
NEWS_09206,0
NEWS_09207,4
NEWS_09208,3
NEWS_09209,2
NEWS_09210,4
NEWS_09211,3
NEWS_09212,2
NEWS_09213,3
NEWS_09214,0
NEWS_09215,3
NEWS_09216,1
NEWS_09217,1
NEWS_09218,4
NEWS_09219,3
NEWS_09220,2
NEWS_09221,3
NEWS_09222,4
NEWS_09223,5
NEWS_09224,0
NEWS_09225,0
NEWS_09226,2
NEWS_09227,2
NEWS_09228,5
NEWS_09229,2
NEWS_09230,1
NEWS_09231,2
NEWS_09232,4
